id,tweet,misogynous,misogyny_category,target
3093,@whycloudfloat unblock my account 'AryanFascist101'. Im a nazi/fascist human supporter. (This is from backup account),0,0,0
3094,@whycloudfloat Yes you are right. I must save the philosophical stuff for others. Different people have different skills/roles.U are soldier,0,0,0
3095,@whycloudfloat Okay good. As long as the Men are comrades with same belief/movement can join same group to fight enemies,0,0,0
3096,"If he took you out tonight for Valentine's Day, you're a sidebitch",0,0,0
3097,@Loftyhowell ✋🏼 hey that's a fair fucking trade 🌚,0,0,0
3098,When your ex leaves her shoes at your place https://t.co/92M3UlnysJ,0,0,0
3099,Valentine's Day vibes https://t.co/TbKYawag68,0,0,0
3100,Remember nothing says 'I love you' like letting her pay for dinner... It shows her that you really trust her to take care of you,0,0,0
3101,Her- remember when you said you loved me? Me- https://t.co/hv9WiaqXTu,0,0,0
3102,Me trying to hold my life together https://t.co/QHVg96zKOU,0,0,0
3103,RT @whitneyrawlins: 💕💕💕 https://t.co/yszzyYy5ZX,0,0,0
3104,Talent- Fucking up EVERYTHING,0,0,0
3105,When somebody tells me they're off work for Presidents' Day https://t.co/UmaYfEr4iF,0,0,0
3106,@SpinCheychael__ you're a goddamn savage,0,0,0
3107,RT @SpinCheychael__: caught myself giving a dirty look to a pigeon today. no one is safe.,0,0,0
3108,When you know it's time to give up on that New Years resolution and stop going to the gym https://t.co/g3GW7jIf2p,0,0,0
3109,"Pro Tip- Get yourself a smart girl, they're into the kinkiest shit",0,0,0
3110,When the whole squads outfits are on point https://t.co/SbLjxccUce,0,0,0
3111,There's no bigger turn off while sexting than someone that doesn't know the difference between 'your' and 'you're',0,0,0
3112,I digest relationships before we ever breakup... Smooth transition,0,0,0
3113,An hour into 'paycheck &; bills' and you realize you really need to start selling drugs https://t.co/nGBj6yHCBi,0,0,0
3114,RT @AshLloyd240: Zero motivation this week. #sorrynotsorry Rp @yourfuckboy1 https://t.co/1EivezH77m,0,0,0
3115,"If I'm only nice to you and don't insult you, I don't want to sleep with you",0,0,0
3116,When eating the groceries didn't quite go as planned... https://t.co/retezZDdZm,0,0,0
3117,Fucking DEAD 😭 https://t.co/EPjYJbelFe,0,0,0
3118,I luh dem hoes https://t.co/hO6l6EAwSJ,0,0,0
3119,When you're sneaking snacks into the movie theater https://t.co/saiA0GiUQG,0,0,0
3120,"In the 8 months of having this account and the pro stalking I've done... Australia by far has the baddest bitches, with Canada a close 2nd",0,0,0
3121,When you cop that new Burberry moo moo https://t.co/yzphVXhMRC,0,0,0
3122,I'm kind of a big deal for someone who ain't shit,0,0,0
3123,When you're acting like you have your life together but you really have no clue what the fuck is going on https://t.co/clRmdy8eI4,0,0,0
3124,@chivelicious 😘😘😘,0,0,0
3126,"Nothing says I'll never stop stalking you even tho you block me every time cause I'm a psycho, like this profile pic https://t.co/NGCY4wftze",0,0,0
3127,RT @anitaespinola: 🤔🙀🐽🙈 #Repost @yourfuckboy1 with repostapp. https://t.co/YBNeGSRQCQ,0,0,0
3128,"Apparently asking a doctor if she wants to come to your room and play doctor, is not an appropriate question",0,0,0
3129,When your Jewish friend tells you what she gave up for Lent... https://t.co/tQx7k6uTDz,0,0,0
3130,When you think you found yourself a sugar daddy https://t.co/bns1oCCXP9,0,0,0
3131,When your friend owes you money but they keep checking into fancy places on Facebook... https://t.co/PZXEyCudwt,0,0,0
3132,When you're licking the pussy https://t.co/sMweynoErf,0,0,0
3133,When you've just met someone and they start to tell you their life story https://t.co/sgSRdf8pyA,0,0,0
3134,"When anyone calls me about anything, ever https://t.co/aK3mWdKqK5",0,0,0
3135,When you walk past someone and they mumble somethin under their breath https://t.co/lsgmiP3PLI,0,0,0
3136,I like to delete comments that say 'first' to assert my dominance,0,0,0
3137,@missbekasue cause they wanna get punched in the face 😇,0,0,0
3138,When you realize this international sex symbol can't even grow a beard https://t.co/oMzBaDLHoP,0,0,0
3140,When her pussy is the bomb https://t.co/NhkJsA3Itp,0,0,0
3141,I'm so anti social that I avoid people in my phone,0,0,0
3142,When your friend tells you they just got an android https://t.co/H3I7d0iCmF,0,0,0
3143,Person- hey can you... Me- ✋🏼 https://t.co/XmH629IcXE,0,0,0
3144,Where do you see yourself in 5 years?' Me- https://t.co/o4nIC51L3V,0,0,0
3147,Her last words were 'I should have done anal' https://t.co/iUS1a0FAS0,0,0,0
3148,When you thought you'd try a little s &; m and now your ass hurts so bad you can hardly sit https://t.co/vt5rSwnRTx,0,0,0
3149,When your best friend asks you where's a good place to hide a body https://t.co/515SZV8khs,0,0,0
3150,When someone goes on vacation and owes you money https://t.co/PsdlbksvTG,0,0,0
3151,When you're chillin and the Thai food kicks in https://t.co/OvH3nWTrir,0,0,0
3152,When your leg cramps up while you're fuckin https://t.co/T0zRokkUAV,0,0,0
3153,When you save your nut up for a week https://t.co/M3RYUX7vNh,0,0,0
3154,When you're chillin and the Taco Bell hits you https://t.co/4pEmDyp41q,0,0,0
3155,Friend- we should talk about what you did when you were drunk last night. Me- https://t.co/kEFs5wltsc,0,0,0
3156,My 20' vs my 30's https://t.co/AEAbL9B1fW,0,0,0
3157,Weekends vs weekdays https://t.co/NiyxydWuCT,0,0,0
3158,When you got a sugar daddy and went from rags to riches https://t.co/9Q30wnbbhH,0,0,0
3159,Leo after he loses again https://t.co/e0ttCWIIyP,0,0,0
3160,"When he tells you 'snapchat me the pussy, if it's cool' and it's cool https://t.co/s4SDQmtI7j",0,0,0
3161,When you finally get what you deserve https://t.co/1QWuExw4jL,0,0,0
3162,How butter faces take selfies https://t.co/ATmUujnVN0,0,0,0
3163,"Find a guy that can ruin your lipstick AND mascara, cause if he can't ruin your mascara, his dick isn't big enough",0,0,0
3164,When you tell her you're about to nut and she opens her mouth and points to it https://t.co/8pbYXrOgmG,0,0,0
3165,When you're practicing being homeless https://t.co/94SErg1C7n,0,0,0
3166,If you've never choked on a dick have you really ever had sex?,0,0,0
3167,When she got you caught up and you're tryna figure out how you're gonna lie your way outta this one https://t.co/eYHYFxsFIM,0,0,0
3168,When it's not your fathers birthday... https://t.co/YdJI9M0NN5,0,0,0
3169,When your girls on her period https://t.co/G0wJKVbgAb,0,0,0
3170,When you finally find 'the one' https://t.co/UYhBheMmBV,0,0,0
3171,"If all of you ex's are psychotic nut jobs... Congratulations, you have good dick my friend",0,0,0
3172,RT @missbekasue: Things that seem like they could turn out okay but never do: -turkey bacon -cutting your hair -having a conversation wi…,0,0,0
3173,"RT @missbekasue: People with babies, keep posting about how shitty they are so I always feel good about never having any.",0,0,0
3174,RT @tasteslikesarc: I bet a lot of people's therapists are dying to meet me just to see if the stories are true.,0,0,0
3175,When you think you're going on a date and she shows up with her bff and shakes your hand https://t.co/ccY04Dh6FA,0,0,0
3176,When cuffing season is over and it's time to get rid of your winter league team https://t.co/hcB6vSLpOP,0,0,0
3177,1 like = 1 more facial hair 🙏🏼 https://t.co/trkScgZWQn,0,0,0
3178,All my friends live vicariously through my penis,0,0,0
3179,When bae asks you where you wanna eat https://t.co/4sO2Ky6IqV,0,0,0
3181,When you're trying your best to fit in https://t.co/o78N69sDOm,0,0,0
3182,When all you want is some dick but all he wants to do is surf my Instagram https://t.co/2Zs9yb1M9B,0,0,0
3183,When you're trying to figure out if you have enough space on your phone to make a new sex tape https://t.co/ApLc8phsGf,0,0,0
3184,I have condoms everywhere cause I bought a value pack once and never used one of them,0,0,0
3185,When I'm trying to figure out how my dick hasn't fallen off yet https://t.co/dJapP8DPAT,0,0,0
3186,Don't sell me dreams cause I'll return them as nightmares,0,0,0
3187,Me trying to flirt- Do you know I'd fuck the shit outta you?,0,0,0
3188,When he busts in your ass https://t.co/GWYeT9QI6T,0,0,0
3189,When you're out to eat with your girl and the waitress knows you by name https://t.co/Q5LoPZiODu,0,0,0
3190,So is Caitlyn celebrating half the day or nah?,0,0,0
3191,When someone offers you the last piece of pizza https://t.co/WJIEg0HCXi,0,0,0
3192,"When you're sneaking in after a long, hard night of cheating and don't wanna wake your girl cause you're a good guy https://t.co/FAYU35QPQQ",0,0,0
3193,People- why are you such an asshole? Me- https://t.co/hJhA9N2sQ9,0,0,0
3194,"You didn't have a choice, that things never comin off https://t.co/3N1gc1S0e7",0,0,0
3195,I hate playing never have I ever cause I have,0,0,0
3196,Here's an actual picture of me in kindergarten tryin to get girls to play dr https://t.co/yl64i5cmBV,0,0,0
3197,RT @Scouse_ma: @Yourfuckboy1 you are VILEEEE 😭,0,0,0
3198,@Scouse_ma you just figured that out?,0,0,0
3199,"Kanye with a hint of more Kanye, the fuck you thought",0,0,0
3201,When you finally catch that cunt that's been leaving '😍' under baes pics https://t.co/MgapkLRMR0,0,0,0
3202,When her head game is as good as she claimed it to be so you gotta smile and thank god 🙏🏼 https://t.co/WtXYbiJNBH,0,0,0
3203,When you get home from the bar and realize you have no alcohol https://t.co/A4YE5mKAIH,0,0,0
3204,Raise your hand if you've ever felt personally victimized by my lack of emotions https://t.co/yOAahbCVOC,0,0,0
3206,When you shaved and all he was good for was ten minutes of missionary and the choke of a child https://t.co/CU8x9qUhfn,0,0,0
3207,When she asks you to dominate her but says don't leave any marks... https://t.co/8IW3SFFpGn,0,0,0
3208,Dick... It's food for thot,0,0,0
3209,How keyboard gangsters feel leaving their stupid ass comments https://t.co/IBox2gIyRc,0,0,0
3210,Same J 😘 https://t.co/KRat6pOYxU,0,0,0
3211,When you see your first pair of titties https://t.co/PHKM3nsirM,0,0,0
3212,When you see your ex in public and they start smiling at you all weird n shit https://t.co/zE2IBpWTKm,0,0,0
3213,Am I the only one that sings love songs to myself while thinking about myself?,0,0,0
3214,"I either laugh or turn into a complete psychopath when I'm mad, either way, no one is safe",0,0,0
3215,My friends kids are being shitheads and they just took them upstairs to get showered... Guess who keeps flushing the 1st floor toilet?,0,0,0
3216,When I'm trying to get my life together https://t.co/rVbYluTfGH,0,0,0
3217,Goals AF https://t.co/dqTQ26GqZi,0,0,0
3218,It's not the walk of shame if you're shameless,0,0,0
3219,It's not the walk of shame if you truly give no fucks,0,0,0
3220,When your whole life is falling apart but you refuse to let them see you sweat https://t.co/Gp3GmVwAMd,0,0,0
3221,If you hate fuckboys it's only cause you let one break your stupid little heart... Dumb dumb,0,0,0
3222,How fast I catch feelings vs how fast I move on https://t.co/hFZVwizxKM,0,0,0
3223,RT @TastelessGents: When you first start dating vs a year later https://t.co/vTFfxoGGeJ,0,0,0
3225,When he pulls his dick out and it's more than you expected https://t.co/xqaltXzzeL,0,0,0
3226,When you've been talkin to someone for 2 weeks and they say the love you https://t.co/QON0xGJQ3s,0,0,0
3227,"Pro Tip- Stop waiting for me to care, it's not gonna to happen",0,0,0
3229,I gotta stop drinking and meme'ing 🙃🙃🙃🙃,0,0,0
3230,When someone announces they're unfollowing https://t.co/pF44Lw5NzL,0,0,0
3231,This is the only award I deserve in life https://t.co/fJBQjf51RA,0,0,0
3232,Introvert level expert https://t.co/FPiS5O6fNV,0,0,0
3233,"See... I would like your selfie but the way my pride is set up, I'd rather just look at it",0,0,0
3234,When you know how to eat her pussy right https://t.co/73MlW21Mvh,0,0,0
3235,When someone's talking about something other than me https://t.co/e05yH36K0o,0,0,0
3236,Person- I don't like you Me- https://t.co/T04eJjyDjy,0,0,0
3237,When you win the lesbian olympics https://t.co/8mdtFKk5sw,0,0,0
3238,When you're fat but so cute that everyone loves you anyway https://t.co/k6j7xAbcEf,0,0,0
3240,When you're out to dinner but you wanna make sure they know what set you claimin https://t.co/dN17nqnh28,0,0,0
3242,When alcohol companies tell you to 'please drink responsibly' https://t.co/t6BRvEBmK7,0,0,0
3244,You give me life!! 😘😘 https://t.co/eFbpJSNfd5,0,0,0
3245,Flirting in 2016 https://t.co/6K9rVnYZjA,0,0,0
3246,If bios told the truth.... https://t.co/xnvb0Q7r5I,0,0,0
3247,Should be able to get it back 😘 https://t.co/pa2lJI4atX,0,0,0
3248,When you tryna holla at a bitch and ya boy comes up talkin bout 'this nigga broke AF and likes fingers in his ass' https://t.co/QwsBxKRptk,0,0,0
3249,When the pizza man is more than a minute late https://t.co/NMHTNCbb38,0,0,0
3250,When she posts about you thinking it will get you to text her... https://t.co/q3jqbjU8x5,0,0,0
3251,Introducing the 'I'm over 30 and no man wants me' pillow https://t.co/om9zp0HQo2,0,0,0
3252,Boys seem to like the girls that laugh at anything'.... Unless it's their dick size,0,0,0
3253,When you wake up and see the drunk text you sent without using textpert https://t.co/DF4TsBCNuf,0,0,0
3254,When you see what you posted online when you were blackout drunk https://t.co/TMxDtdQoLj,0,0,0
3255,When you're tryna sneak out their crib quietly in the middle of the night https://t.co/ifOse6WUtv,0,0,0
3256,You're such a fuckboy' https://t.co/7TJ5JDhFxc,0,0,0
3257,You're such a disgusting piece of shit' https://t.co/l671eb03qh,0,0,0
3259,When you're on a first date and she asks to talk to the manager https://t.co/5Kz1yrirJz,0,0,0
3260,If my life was a sandwich it would be this https://t.co/1wDC68E1dL,0,0,0
3261,When you know you're a piece of shit and own it like a boss https://t.co/petlkuV0N9,0,0,0
3262,When your crush finally slides in ya DM https://t.co/WIXi8XopQ4,0,0,0
3263,When I go out for just one drink https://t.co/ZVJ204y1rW,0,0,0
3264,"My man just left, come o...' https://t.co/23tRlWG3FI",0,0,0
3265,When someone announces that they are 'officially unfollowing' https://t.co/suuWPZ2tnN,0,0,0
3266,"Me- what do you bring to the table? Her- I am the table Me- good lemme rest my feet on you, dumbass... See how dumb you sound?",0,0,0
3267,Coworker- good morning! Me- https://t.co/zzcaMgpuJs,0,0,0
3268,When you finally find yourself a sugar daddy and all your dreams come true https://t.co/EJSEjEHvfp,0,0,0
3269,When you're out drinking all night vs when the bill comes https://t.co/pUpb5SfR7K,0,0,0
3270,When I think about all the people that hate me https://t.co/3XIbTgQ1g2,0,0,0
3271,Most people want to be loved... But I thrive on being hated,0,0,0
3272,The awkward moment when Lexus is showing you how much crack fits in the cup holders... https://t.co/HCYDMyLhG5,0,0,0
3273,When you sleep with someone and they text you the next day https://t.co/5gqyhBNfqc,0,0,0
3274,Absence makes the heart grow fonder' so if you disappear for the rest of my life I'll be fond of you,0,0,0
3275,True AF 😂👌🏼 https://t.co/6ikGGem1PQ,0,0,0
3276,I never smile and I hate to brag but I can say 'cheese' without smiling too,0,0,0
3277,When the DNA test comes back and it's her husbands kid not mine https://t.co/x1V9qSKfT7,0,0,0
3278,When autocorrect just gets you https://t.co/WbzNS46a9Q,0,0,0
3279,When you have to work tomorrow and your coworker says 'happy Friday' https://t.co/3RY4JxQpan,0,0,0
3280,When a stranger tries to talk to me https://t.co/jyyx2OWpE7,0,0,0
3281,The only thing me and Donald Trump have in common is how we flirt https://t.co/jZms1vD58b,0,0,0
3282,When the DJ plays your joint and the whole crew gets lit https://t.co/e6nArPtBzr,0,0,0
3283,"Always remember, it's not whether you can or you can't, but that nobody gives a fuck either way",0,0,0
3284,What the 2030 Air Jordan's gon look like https://t.co/zGWnMG9USF,0,0,0
3285,Daaaaaaamn white people... Back at it again with some more stupid shit https://t.co/xOWMzM4Y1X,0,0,0
3286,When someone tries to threaten me https://t.co/pWumdUPSRk,0,0,0
3287,"I love when people type in all caps... ✋🏼 settle down spaz, bigger letters don't scare me either",0,0,0
3288,"I like visiting my friends with kids, it makes me happy.... That abortion is a thing",0,0,0
3289,This is the kind of Easter egg hunt I need https://t.co/w8Q9AZxcPb,0,0,0
3290,"Please stop swapping your faces, you're ugly enough as it is",0,0,0
3291,When someone that never has any weed asks to hit the blunt https://t.co/XghUDRFBmZ,0,0,0
3292,When the whole squad is coming over for dinner https://t.co/gHfjpk7yAv,0,0,0
3293,When you tell her you lied about pulling out and now she's pregnant https://t.co/IgOYhLSwhQ,0,0,0
3294,When men leave dumb comments thinking it's gonna hurt my feelings https://t.co/a60VR5AH1N,0,0,0
3295,When one of your fucktoys says 'I love you' https://t.co/D91wSldjr6,0,0,0
3296,Do you ever rap in your whitest voice possible or is that just me?,0,0,0
3297,Talent- Pissing people off by just existing,0,0,0
3298,5 minutes into 'prison and chill' and you drop the soap... https://t.co/nhjptSa9q8,0,0,0
3299,Her- can I stay the night? Me- https://t.co/ubfqKLaZcg,0,0,0
3300,RT @Ol_Nae_Nae: @iGotABigCrock @Yourfuckboy1 get a flag made and hang in front of the house,0,0,0
3301,@aibandak Are you excited for your bday present? I think I'll have @Scouse_ma take it to Twitter for me 😉,0,0,0
3302,When friends find out what a sick psychopath I really am ☺️ https://t.co/BxSgvT9g4K,0,0,0
3303,Me- I'm about to cum Her- https://t.co/wSU0Kth4y7,0,0,0
3304,Too bad stalking people doesn't burn calories... Some of you bitches would be skinny AF instead of too fat to get off the couch n get a life,0,0,0
3305,Raise your hand if you've ever been personally victimized by my penis https://t.co/kXURA4qtW9,0,0,0
3306,Someone's grandmother out here tryna get shot TF up https://t.co/htUQK6GnJR,0,0,0
3307,When your life's lit as FUCK https://t.co/YSSixLxRWn,0,0,0
3308,When he calls you 'princess' https://t.co/X82jbaj5J3,0,0,0
3309,When you give her abortion money and she comes back with a shit load of diapers https://t.co/B1DItuTzm0,0,0,0
3310,Her- how come you never called me again after we fucked? Me- https://t.co/VFXm2NBMLT,0,0,0
3311,"RT @carlscrush: It's April fools day but I clown you bitches every day. Imma take the day off, have a good day, see you tomorrow (Stolen fr…",0,0,0
3312,When you're livin life on the edge but safety always comes first... 🌚 https://t.co/kgEPF6z6oD,0,0,0
3313,Talent- Making people think I give a shit about their stupid fucking life,0,0,0
3314,When it's April fools but this isn't a joke https://t.co/qVpM8KDhZu,0,0,0
3315,"I don't eat pineapple, wtf do I care what my nut tastes like, that's your problem not mine",0,0,0
3316,I only nap so that the time between not drinking and drinking again comes faster,0,0,0
3317,@Scouse_ma I can always tell when you're drunk cause you're lighting up Twitter in the middle of the night 🌚,0,0,0
3318,Sure... And I wear condoms 👌🏼 https://t.co/jwuWTYn6NM,0,0,0
3319,No comment 😊 https://t.co/eDs3kmu6sd,0,0,0
3320,Oh we're using government names now?! ✋🏼😭 https://t.co/5YiqZ6uKnU,0,0,0
3321,Nah nah nah ✋🏼😭 https://t.co/oN1NmDnIuG,0,0,0
3322,When you see one of your followers you wanna fuck on tinder https://t.co/GaPwG5anpb,0,0,0
3323,Dick still big tho 💅🏼 https://t.co/7TiQr6Q2qj,0,0,0
3324,Is DM you but apparently you don't respond to me anymore 💁🏼 https://t.co/fj4Pfi6Al8,0,0,0
3325,Last time I DM you https://t.co/sE1wOFe3TW,0,0,0
3326,"RT @taxo__: Snapchat me that PIN number, if it's... cool😅💳 #memes #lol #lmao #bruh #petty #truth #girls #love #guy #ctfu #dead #fuckery #pe…",0,0,0
3327,RT @taxo__: #ChelseaHandler #KimKardashian #Kanye #KanyeWest #50Cent #Comedy #LOL #LMAO #memes #bruh #petty #funnyshit #truth https://t.co/…,0,0,0
3328,Getting coffee with bae https://t.co/dL9F0EVH6t,0,0,0
3329,When I see men wearing skinny jeans https://t.co/3gDIj1W7Ze,0,0,0
3330,When you bust a nut in 30 seconds https://t.co/0SkQzvvtT9,0,0,0
3331,"When you're a woman over 30, still single and you introduce your dog to everyone as you child https://t.co/MJHKV1UPMh",0,0,0
3332,People- how long before your heart and liver give out on you from all the drinking and drugs? Me- https://t.co/DuYQTYliE6,0,0,0
3333,When you have good dick and cut her crazy ass off https://t.co/yxbvOl8uGg,0,0,0
3334,This is why I hate people https://t.co/19E4rarP5j,0,0,0
3335,Me after The Walking Dead season finale https://t.co/oGyqTsunXA,0,0,0
3336,When he cancels your dick appointment https://t.co/435GQT8BDZ,0,0,0
3337,When your sugar daddy spoils you like the princess you are https://t.co/S8sFLCPDfA,0,0,0
3338,When your girlfriend gets a new hair cut https://t.co/1vOwz4OAm6,0,0,0
3339,When your head game is fire as fuck https://t.co/obkRw8NV6p,0,0,0
3340,This could be us but I'd throw you off the cliff https://t.co/Bkf1bNZxCd,0,0,0
3341,When cuffin season is finally over https://t.co/qQ9lMPGlWT,0,0,0
3342,You're the only girl I'm talking to' https://t.co/4SQihiDQdD,0,0,0
3343,How I keep my block finger strong AF https://t.co/pXmNXHEqXc,0,0,0
3344,10 minutes into free tinder dinner and chill and he gives you this look... 😷 https://t.co/UCKSjwmYZT,0,0,0
3345,"If her favorite pizza topping is pineapple, eat that bitches pussy yesterday, it tastes like heaven",0,0,0
3346,"Closed mouths don't get fed' my mouth stays open... Now sit on my face and feed me, bitch",0,0,0
3347,They always come back... Just make sure you're crawling when you do,0,0,0
3348,"I wish kids were like cars... Once you can't afford them, they come and repossess them",0,0,0
3349,"You ever open Facebook and think 'Jesus Christ, these fuckin idiots again'? Cause same",0,0,0
3350,How to cure yourself from reporting pics and pages ☺️ https://t.co/JhqdNR7CY8,0,0,0
3351,If you come across a complete cunt just politely offer to eat her out to help change her attitude. #makingtheworldabetterplace2016,0,0,0
3352,Pro Tip- Copyright all your nudes and videos so when that idiot in your life thinks it's cute to post them you can sue the shit out of them,0,0,0
3353,When she tells you she likes guys that read... https://t.co/Hf31gxGE1O,0,0,0
3354,I ain't even know there was 2 fat Kardashians till today... https://t.co/eSyLQ7u90I,0,0,0
3355,My hobbies include teaching hard lessons ☺️,0,0,0
3356,I'm not the one to let people profit on my back... I'll break yours and take what's mine 😘,0,0,0
3357,"It's what I do, it's who I am 😊",0,0,0
3358,This day is also known as 'national catch a sexual harassment charge day' https://t.co/C1CfcBQix1,0,0,0
3359,Every one of these takes 7 minutes off your shitty relationship https://t.co/KSH1Lq4IGu,0,0,0
3360,I feel like I should be featured at this camp https://t.co/dA2RSlrtD7,0,0,0
3361,When they tell you there's no wifi https://t.co/YLs915CLdD,0,0,0
3362,When the bartender cuts you off https://t.co/xDIT8RYNRu,0,0,0
3363,I've found that imaginary girlfriends are much more pleasant than real ones,0,0,0
3364,"RT @tasteslikesarc: If you verbally abuse a fuckboy, is it considered animal cruelty? Asking for a friend. Also, can said friend end up in…",0,0,0
3365,I used to only fuck bartenders cause I have a very expensive drinking habit,0,0,0
3366,When you've run out of kids to pimp out and you gotta figure out what to do with your life https://t.co/ZfF10KUijT,0,0,0
3367,When she sees your dick for the first time and it's bigger than she expected https://t.co/6Vq68t2r7C,0,0,0
3368,When someone says 'happy Friday' but you have no life and no plans for the weekend https://t.co/waPEbv9pkn,0,0,0
3369,What in the actual fuck 😭 go pierce something else cause you clearly don't get laid bruh ✋🏼😂 https://t.co/c07ldJuDns,0,0,0
3370,FFS!! That sounds as good as his grammar 🌚 https://t.co/XRG0g33u5x,0,0,0
3371,You don't know me yet you hate me and that's cool... But guess what.. I don't hate you cause I would never waste my energy on a stranger,0,0,0
3372,I like to constantly adjust my cock in public so people keep their eyes on the prize,0,0,0
3373,Daaaaaaaaaaaaaaaamn @Scouse_ma back at it again with some more drunken tweets 🌚,0,0,0
3374,Oh god that's so much worse. Have a good evening. Kbye https://t.co/7RViIhLmj3,0,0,0
3375,"Don't play with me, you know I will. My cock is like a national treasure https://t.co/WfOHVASAdZ",0,0,0
3376,Count on it https://t.co/ThQNtovafg,0,0,0
3377,Charles Manson out here gettin married in jail and your lame ass can't even get a text back https://t.co/K67EzEjt18,0,0,0
3378,When you finally get recognized for the cock suckin queen you are https://t.co/MC03OlJEp0,0,0,0
3379,I leave my phone face down to protect your feeling but feel free to flip that bitch over and hurt your own... Either way IDGAF,0,0,0
3380,I wonder is this is where Caitlyn gets his car services 🌚 https://t.co/e49f51rD6Y,0,0,0
3381,When you suck dick in the limo right before the red carpet... https://t.co/EVUUtUj9ys,0,0,0
3383,When you're hungover AF and you realize tomorrow is Monday https://t.co/vmB3CiSAT7,0,0,0
3384,What in the actual fuck https://t.co/sPcFiMyzk9,0,0,0
3385,RT @grlsthinkimfuny: When u act interested in a story but really ur thinkin about how u ordered pizza an hour ago and it still ain't here h…,0,0,0
3386,"Sometimes you just gotta throw a mutha fucka at another mutha fucka, to let a mutha fucka know who's boss https://t.co/OWHz16p1m1",0,0,0
3387,Deleted again. Working to get it back again https://t.co/DfJKXgfvcf,0,0,0
3388,When your boy's fuckin the neighborhood hoe and y'all tryna watch through a cracked door https://t.co/5kbHqEY20Z,0,0,0
3389,"If your heels are longer than his dick, you're allowed to cheat on him",0,0,0
3390,When he promised you 'the time of your almost over life' but the Viagra isn't working https://t.co/QbiysoJCLu,0,0,0
3391,@whitneyrawlins sit on my face,0,0,0
3392,The amount of stupid people in this world really makes me consider wearing condoms... I'm not gonna but I be considering it,0,0,0
3393,When I see my memes and tweets stolen and watermarks wiped so you can put them on your pathetic ass page https://t.co/BtoOqn835G,0,0,0
3394,The girl that is responsible for getting me on IG is finally on Twitter 😭🙌🏼 https://t.co/iqHkEjZ27h,0,0,0
3395,Next time I ask a chick what she wants to eat and she says 'I don't care' this is wtf she's gettin https://t.co/63beP7doIq,0,0,0
3396,When you gotta hit the block at 8 but gotta chop a tree down at 6 https://t.co/5Lv3SiQMdh,0,0,0
3397,She wanna be a stingray so bad https://t.co/2IDEUZPlYc,0,0,0
3398,"When life gives you lemons, cut it in half and squeeze it in the mutha fuckas eyes that caused it",0,0,0
3399,People that post about how 'blessed' they are always make me wonder who they're trying to convince. It ain't me I know about your coke habit,0,0,0
3400,Ain't that the truth https://t.co/M21cQHhrht,0,0,0
3401,@Scouse_ma romance isn't dead,0,0,0
3402,My friends know better https://t.co/UROtGwsIlP,0,0,0
3403,I like to tell people that I drink every night cause I can't sleep but at this point it's just a blatant lie cause I've been tired for years,0,0,0
3404,It is a glorious life that I lead https://t.co/FoFKtBEElV,0,0,0
3405,"I'm Greek and Italian, I don't consider myself to be 'white'... Unless I'm applying for a job, being pulled over or in court of course",0,0,0
3406,Talent- Making people feel way more comfortable with me than they should be,0,0,0
3407,I'm my only liability,0,0,0
3408,This picture best describes my maturity level https://t.co/mNU01QuP4R,0,0,0
3409,"When you catch him cheating, kill him and get away with it https://t.co/RreWwj94bp",0,0,0
3410,When you're on your way to a dick appointment https://t.co/vdaR1xggsD,0,0,0
3411,Turning a video of yourself giving a girl a facial into a GIF is quite possibly one of the best things I've ever seen in my life,0,0,0
3412,"People don't scare me, my inability to be scared by people sometimes does tho",0,0,0
3413,"There's an application, an interview... It's a whole process 🙃😘 https://t.co/APCpSPcTpY",0,0,0
3414,@Scouse_ma and @queensoverbitch have final say over all applicants 🙃,0,0,0
3415,Idk thems the rules. I don't make them I just spread awareness https://t.co/345tdJpLA3,0,0,0
3417,"loooooooooooool I don't date, sweetheart. Just dick appointments https://t.co/joAwRmDQ0J",0,0,0
3418,You first https://t.co/r6zg6hzcW1,0,0,0
3419,"When life gives you lemons just remember... Nobody gives a fuck, keep that shit to yourself",0,0,0
3420,"@queensoverbitch is like god, she knows everything. It's kinda creepy now that I think about it https://t.co/gOjgjyJO4X",0,0,0
3421,@queensoverbitch stop controlling me!!!!! 😝😝😝😝😝 https://t.co/xOFq5t0oWM,0,0,0
3423,NEVERRRRRRRRRRR https://t.co/avBnEg9KWJ,0,0,0
3424,"RT @itsfoleybitch: If you have to contour your boobs I feel bad for you son, I got 99 problems but a cleavage ain't one.",0,0,0
3425,"If I stumble across your page and you're doin hoe shit all over it, don't be surprised if I treat you like one... I like hoes and hoe shit",0,0,0
3426,I change the words from 'welcome to my house' to 'welcome to my mouth' and sing it in my head when I'm eating pussy,0,0,0
3427,Do what? https://t.co/LpJeLy5BP1,0,0,0
3428,Right?! It's really all I live for https://t.co/lnOKBoiIOc,0,0,0
3429,I like to fuck meme makers and never talk to them again just so I can see the angry sub posts... I'm an asshole like that,0,0,0
3430,How I take STD tests https://t.co/qqnFT3Yakb,0,0,0
3431,I put the AGE in savage cause I'm old AF,0,0,0
3432,"@teet954 all those RP are turning me on... Be careful, I bite, princess 😘",0,0,0
3433,"If you don't love and hate me at the same time, then we probably aren't really friends",0,0,0
3434,I thought my penis made me me but whatev https://t.co/M0Z62Mf2Qe,0,0,0
